ext_tot,agr_tot,con_tot,neg_tot,ope_tot,health_tot,work_tot,gpa,age,gender
NA,NA,NA,NA,NA,3.1923076923076925,2.235294117647059,3.8,21,Woman
NA,NA,NA,NA,NA,4.538461538461538,4.705882352941177,3.48,35,Man
NA,NA,NA,NA,NA,4.230769230769231,4.235294117647059,NA,22,Man
NA,NA,NA,NA,NA,3.1153846153846154,NA,3.5,21,Man
2.5833333333333335,3.9166666666666665,4.916666666666667,2.4166666666666665,4.083333333333333,4.269230769230769,4.117647058823529,3.6,32,Man
3.8333333333333335,3.5833333333333335,3.5833333333333335,3.6666666666666665,4.083333333333333,4.230769230769231,4.176470588235294,3.9,29,Woman
3.25,3.8333333333333335,3.4166666666666665,3.5,3.5833333333333335,3.3846153846153846,3.176470588235294,3.2,24,Man
2.9166666666666665,3.5833333333333335,3.4166666666666665,2.8333333333333335,2.3333333333333335,2.8461538461538463,4.0588235294117645,4,39,Woman
3.3333333333333335,3,3.0833333333333335,3.0833333333333335,2.3333333333333335,3.6923076923076925,3.588235294117647,3.5,25,Woman
2.5,3.5833333333333335,3.3333333333333335,3.6666666666666665,2.8333333333333335,2.8846153846153846,2.9411764705882355,3.2,22,Man
NA,NA,NA,NA,NA,3.923076923076923,4.411764705882353,3.5,30,Man
NA,NA,NA,NA,NA,4.230769230769231,3.764705882352941,3.3,24,Woman
NA,NA,NA,NA,NA,3.3846153846153846,3.7058823529411766,3.5,24,Woman
NA,NA,NA,NA,NA,2.8846153846153846,4.294117647058823,3.5,70,Woman
NA,NA,NA,NA,NA,3.1538461538461537,3,3,31,Woman
NA,NA,NA,NA,NA,3.5384615384615383,3,3.92,20,Woman
NA,NA,NA,NA,NA,3.730769230769231,4.647058823529412,5,28,Man
3.3333333333333335,4.25,3.8333333333333335,2.5,4.083333333333333,3.769230769230769,3.4705882352941178,3.9,21,Man
1.5833333333333333,3.5833333333333335,2.1666666666666665,4.416666666666667,4.75,3.3076923076923075,2.7058823529411766,3.8,36,Woman
NA,NA,NA,NA,NA,3.6538461538461537,2.6470588235294117,3,35,Woman
NA,NA,NA,NA,NA,4.115384615384615,3.411764705882353,3.93,55,Man
4,4.166666666666667,3,1.5,4.083333333333333,4.346153846153846,3.8823529411764706,7,21,Man
NA,NA,NA,NA,NA,3.1153846153846154,3.235294117647059,3.2,21,Man
NA,NA,NA,NA,NA,3.769230769230769,4.529411764705882,3.5,25,Man
NA,NA,NA,NA,NA,3.423076923076923,4.352941176470588,2,21,Man
NA,NA,NA,NA,NA,4.269230769230769,3.2941176470588234,3.5,24,Man
3.5,3.0833333333333335,4.5,2.9166666666666665,4,3.6153846153846154,3.5294117647058822,3.5,29,Woman
NA,NA,NA,NA,NA,4.269230769230769,NA,3.98,63,Man
NA,NA,NA,NA,NA,3.5,2.823529411764706,3,28,Man
NA,NA,NA,NA,NA,3.8076923076923075,3.7058823529411766,3.3,21,Man
3.0833333333333335,4.5,4.416666666666667,2.6666666666666665,3.5,4.076923076923077,4.411764705882353,3.5,22,Man
3.1666666666666665,3.75,4.166666666666667,1.9166666666666667,2.9166666666666665,3.923076923076923,NA,3.8,22,Man
NA,NA,NA,NA,NA,3.3846153846153846,2.5294117647058822,6,28,Man
NA,4.5,4.916666666666667,2.25,3.3333333333333335,3.8846153846153846,4.294117647058823,3.5,22,Man
3.25,3.1666666666666665,3.8333333333333335,3.3333333333333335,3.9166666666666665,3.1153846153846154,2.823529411764706,3,25,Man
3,3.4166666666666665,3,2.5833333333333335,3.0833333333333335,3.9615384615384617,4.647058823529412,3.3,24,Man
3.5833333333333335,2.9166666666666665,3.5,3.0833333333333335,4.083333333333333,4,3,3,27,Man
3.25,3.5,3.9166666666666665,2.5833333333333335,4.166666666666667,3.4615384615384617,3,3.6,39,Man
2.5833333333333335,3.25,4.666666666666667,2.75,2.6666666666666665,3.4615384615384617,2.7058823529411766,3.5,28,Man
1.9166666666666667,4.083333333333333,4,3.75,4.5,3.3076923076923075,3.411764705882353,4,31,Man
2,3.25,3.5833333333333335,2.6666666666666665,3.25,3.6153846153846154,3.1176470588235294,3.9,43,Woman
NA,NA,NA,NA,NA,3.6538461538461537,3.176470588235294,4,41,Man
3,4.75,4.666666666666667,2,4.333333333333333,3.769230769230769,3.0588235294117645,3.7,19,Man
NA,NA,NA,NA,NA,4,3.235294117647059,3.8,22,Woman
NA,NA,NA,NA,NA,3.5384615384615383,NA,3.9,44,Woman
NA,NA,NA,NA,NA,3.576923076923077,2.411764705882353,3,20,Woman
4.666666666666667,4.5,4.583333333333333,1.4166666666666667,5,3.9615384615384617,4.352941176470588,2.5,37,Man
NA,NA,NA,NA,NA,3.1153846153846154,3.176470588235294,3.5,25,Woman
NA,NA,NA,NA,NA,3.1538461538461537,2.823529411764706,3.8,55,Woman
1.6666666666666667,4.583333333333333,3.0833333333333335,2.5833333333333335,3.75,3.4615384615384617,2.7058823529411766,3,36,Woman
3.0833333333333335,3.0833333333333335,2.8333333333333335,3.0833333333333335,3.1666666666666665,3.8076923076923075,4.647058823529412,3.3,21,Man
3.1666666666666665,3,2.75,2.6666666666666665,3.0833333333333335,3.230769230769231,4.235294117647059,4,31,Man
3.25,2.8333333333333335,3.25,3,3.0833333333333335,4.1923076923076925,4.117647058823529,3.5,25,Man
NA,NA,NA,NA,NA,3.769230769230769,3.4705882352941178,3.45,22,Woman
NA,NA,NA,NA,NA,3.6153846153846154,3.9411764705882355,3,28,Man
NA,NA,NA,NA,NA,3.576923076923077,3.764705882352941,4,35,Man
NA,NA,NA,NA,NA,3.1153846153846154,2.6470588235294117,4,28,Man
2.9166666666666665,3.0833333333333335,3,2.25,3.0833333333333335,3.576923076923077,4.764705882352941,3.3,22,Woman
2.8333333333333335,3.25,3.4166666666666665,3.5833333333333335,3.0833333333333335,3.8846153846153846,4.647058823529412,3.5,22,Man
2,3.1666666666666665,3.3333333333333335,3.75,3.9166666666666665,3.6153846153846154,4.352941176470588,3.8,65,Woman
NA,NA,NA,NA,NA,3.769230769230769,3.6470588235294117,3.7,23,Man
NA,NA,NA,NA,NA,3.4615384615384617,3.2941176470588234,3.7,23,Man
3.3333333333333335,4.666666666666667,5,1.6666666666666667,4.25,4,4.235294117647059,3.9,22,Man
NA,NA,NA,NA,NA,3.0384615384615383,3.6470588235294117,3.5,44,Man
1.1666666666666667,3.5,2.1666666666666665,2,3,3.3461538461538463,4.352941176470588,3.5,24,Man
3,3.4166666666666665,4.166666666666667,3.4166666666666665,4.166666666666667,3.5,4,2.9,25,Woman
3.4166666666666665,3.25,2.9166666666666665,3.3333333333333335,3.1666666666666665,3.5,4.352941176470588,3.5,25,Woman
NA,NA,NA,NA,NA,3.5,2.6470588235294117,4,41,Man
NA,NA,NA,NA,NA,4.038461538461538,4.588235294117647,3.81,29,Woman
NA,NA,NA,NA,NA,3,2.9411764705882355,3.8,21,Man
NA,NA,NA,NA,NA,3.230769230769231,4,3.4,40,Woman
NA,NA,NA,NA,NA,4.269230769230769,4.588235294117647,3.7,43,Man
NA,NA,NA,NA,NA,2.8846153846153846,3.3529411764705883,4,50,Man
NA,NA,NA,NA,NA,3.6923076923076925,3.176470588235294,3.5,22,Man
NA,NA,NA,NA,NA,3.3461538461538463,2.764705882352941,3.8,25,Man
3,3,3.9166666666666665,1.9166666666666667,4.083333333333333,3.6923076923076925,2.2941176470588234,2,32,Man
4.166666666666667,4.416666666666667,4.666666666666667,1.5833333333333333,3.75,3.6538461538461537,3.7058823529411766,3.87,37,Man
NA,NA,NA,NA,NA,3.6538461538461537,4.705882352941177,3,33,Woman
NA,NA,NA,NA,NA,3.1923076923076925,2.823529411764706,3.8,24,Woman
NA,NA,NA,NA,NA,4.1923076923076925,3.4705882352941178,4,25,Woman
3,3.5833333333333335,3.6666666666666665,2.6666666666666665,3.1666666666666665,3.269230769230769,4.235294117647059,3.5,22,Woman
1.1666666666666667,4.083333333333333,3.9166666666666665,2.5833333333333335,4.5,3.769230769230769,3.823529411764706,NA,31,Man
NA,NA,NA,NA,NA,3.3076923076923075,3.588235294117647,3.84,36,Woman
3.75,3.1666666666666665,4.25,2.5,3.5833333333333335,3.3846153846153846,3.8823529411764706,3.5,39,Woman
2.5833333333333335,2.4166666666666665,NA,2.5,3.3333333333333335,2.6153846153846154,2.823529411764706,3.7,22,Woman
4.583333333333333,4.583333333333333,4.916666666666667,1.6666666666666667,4.833333333333333,3.576923076923077,2.9411764705882355,2.75,46,Woman
NA,NA,NA,NA,NA,4.230769230769231,2.764705882352941,NA,28,Man
3.1666666666666665,4.083333333333333,3,2.8333333333333335,4.166666666666667,3.923076923076923,2.8823529411764706,3.1,21,Man
NA,NA,NA,NA,NA,3.4615384615384617,3.9411764705882355,4,18,Man
4,4.416666666666667,4.833333333333333,1.8333333333333333,3.5833333333333335,3.576923076923077,3.5294117647058822,3,21,Man
NA,NA,NA,NA,NA,2.6923076923076925,2.235294117647059,3.1,25,Man
3.3333333333333335,3,2.4166666666666665,3,3.25,3.730769230769231,3,3.8,30,Man
2.9166666666666665,4.083333333333333,3.8333333333333335,4.583333333333333,3.3333333333333335,3.8846153846153846,2.7058823529411766,3.7,32,Man
NA,NA,NA,NA,NA,4.038461538461538,2.9411764705882355,3.7,22,Woman
2.6666666666666665,3.9166666666666665,4,2.1666666666666665,3.0833333333333335,3.6923076923076925,4.294117647058823,3.55,29,Woman
NA,NA,NA,NA,NA,3.769230769230769,3.1176470588235294,3.4,20,Man
3.5,3.25,4,3.3333333333333335,4.916666666666667,3.8461538461538463,2.6470588235294117,3.3,66,Man
NA,NA,NA,NA,NA,2.923076923076923,2.823529411764706,3.5,37,Woman
2.6666666666666665,4.583333333333333,4.25,3.1666666666666665,4.25,3.5384615384615383,3.0588235294117645,3,33,Man
3.4166666666666665,3.0833333333333335,2.6666666666666665,3.4166666666666665,4.166666666666667,3.6923076923076925,3.588235294117647,3.4,28,Man
2.75,NA,4,2.1666666666666665,4.25,3.9615384615384617,3.176470588235294,3.8,25,Woman
NA,NA,NA,NA,NA,3.4615384615384617,4,NA,28,Man
2.25,3.4166666666666665,3.5,3.9166666666666665,3.5833333333333335,3.3461538461538463,4.0588235294117645,4,29,Man
3.5833333333333335,2.5,3.25,3.5,3.5,3.9615384615384617,3.5294117647058822,3,45,Man
NA,NA,NA,NA,NA,3.8461538461538463,3.9411764705882355,3.5,25,Woman
NA,NA,NA,NA,NA,3.1538461538461537,2.9411764705882355,3.5,25,Man
2.5,3,2.6666666666666665,2.5,3.0833333333333335,3.3846153846153846,3.6470588235294117,4,28,Man
NA,NA,NA,NA,NA,3.8846153846153846,2.176470588235294,3.9,43,Man
NA,NA,NA,NA,NA,2.8076923076923075,3.2941176470588234,3,31,Woman
3.3333333333333335,3.1666666666666665,3.6666666666666665,2,2.8333333333333335,3.923076923076923,4.117647058823529,3.8,21,Woman
4.083333333333333,3.4166666666666665,3.0833333333333335,3,4.666666666666667,4.230769230769231,3.235294117647059,3.9,23,Man
NA,NA,NA,NA,NA,4.346153846153846,4.294117647058823,3.5,64,Woman
3.5833333333333335,4.083333333333333,4,1.9166666666666667,4.583333333333333,3.423076923076923,4.0588235294117645,4.3,30,Woman
NA,NA,NA,NA,NA,3.8846153846153846,3.3529411764705883,3,30,Man
NA,NA,NA,NA,NA,3.9615384615384617,4.882352941176471,2.5,23,Man
2.8333333333333335,2.25,2.8333333333333335,3.5,2.9166666666666665,3.4615384615384617,3.6470588235294117,3.55,38,Man
NA,NA,NA,NA,NA,3.8461538461538463,2.5294117647058822,NA,35,Woman
NA,NA,NA,NA,NA,3.576923076923077,3.8823529411764706,4,18,Man
NA,NA,NA,NA,NA,3.076923076923077,3.5294117647058822,3.5,25,Man
NA,NA,NA,NA,NA,3.3846153846153846,1.8235294117647058,3.7,24,Prefer not to answer
3.1666666666666665,3.1666666666666665,3.5833333333333335,2.6666666666666665,2.5,3.5384615384615383,4.588235294117647,3.2,58,Woman
3.5833333333333335,3.3333333333333335,4.333333333333333,2.1666666666666665,3.5833333333333335,3.8846153846153846,4,4,31,Man
NA,NA,NA,NA,NA,4,3.8823529411764706,3.6,23,Woman
3.8333333333333335,4.333333333333333,3.3333333333333335,1.75,3.6666666666666665,2.8076923076923075,3.235294117647059,3.8,28,Woman
3.25,2.9166666666666665,3.5,1.75,2.75,3.423076923076923,3.588235294117647,3.95,43,Woman
NA,NA,NA,NA,NA,2.9615384615384617,2.235294117647059,3.5,32,Woman
NA,NA,NA,NA,NA,3.423076923076923,3.1176470588235294,3.3,51,Woman
3.75,2.8333333333333335,3.0833333333333335,3.75,3.0833333333333335,3.269230769230769,2.8823529411764706,3.6,24,Man
4.916666666666667,4.75,NA,1,4.666666666666667,3.8461538461538463,3.5294117647058822,3.8,33,Woman
NA,NA,NA,NA,NA,3.423076923076923,3.9411764705882355,3.4,28,Man
NA,NA,NA,NA,NA,3.730769230769231,3.176470588235294,3.8,29,Prefer not to answer
NA,NA,NA,NA,NA,3.576923076923077,3.588235294117647,3.4,22,Man
NA,NA,NA,NA,NA,4.076923076923077,4.176470588235294,3.06,20,Man
NA,NA,NA,NA,NA,4,3.5294117647058822,4,34,Man
NA,NA,NA,NA,NA,4.153846153846154,3.588235294117647,2.92,23,Man
NA,NA,NA,NA,NA,3.3846153846153846,3.8823529411764706,3.5,26,Man
NA,NA,NA,NA,NA,3.8461538461538463,3.3529411764705883,3.5,25,Man
NA,4,3.0833333333333335,3.0833333333333335,4,3.4615384615384617,4.529411764705882,3.77,19,Woman
NA,NA,NA,NA,NA,3.423076923076923,2.6470588235294117,3.2,34,Man
3.4166666666666665,3.6666666666666665,4.166666666666667,2.6666666666666665,4.5,3.8846153846153846,3.411764705882353,3,39,Man
NA,NA,NA,NA,NA,3.4615384615384617,4.0588235294117645,3.2,43,Woman
3.4166666666666665,3.6666666666666665,3.9166666666666665,2.5,3.6666666666666665,3.3461538461538463,3.176470588235294,3.5,33,Woman
NA,NA,NA,NA,NA,4.3076923076923075,3.411764705882353,3.92,33,Man
NA,NA,NA,NA,NA,NA,3.823529411764706,3.5,46,Woman
NA,NA,NA,NA,NA,2.423076923076923,3.5294117647058822,3.34,33,Man
3.4166666666666665,3.6666666666666665,3.75,2.0833333333333335,2.9166666666666665,3.230769230769231,3.8823529411764706,3.5,42,Man
NA,NA,NA,NA,NA,4.115384615384615,4.0588235294117645,3.2,21,Man
3.0833333333333335,3.5,3.5,2.4166666666666665,2.9166666666666665,3.5,3.411764705882353,3.2,34,Man
NA,NA,NA,NA,NA,3.6538461538461537,3.0588235294117645,3.9,30,Woman
4.5,4.666666666666667,5,2.9166666666666665,3.8333333333333335,2.6923076923076925,3.588235294117647,3.8,49,Man
3.25,4.75,5,2.9166666666666665,3.6666666666666665,3.730769230769231,3,3.653,37,Woman
NA,NA,NA,NA,NA,3.730769230769231,2.9411764705882355,3.8,30,Man
3.1666666666666665,2.6666666666666665,3,2.9166666666666665,2.75,3.8461538461538463,4.352941176470588,3.8,42,Man
2.75,3.25,4,2.8333333333333335,3.5833333333333335,3.730769230769231,3.6470588235294117,3.7,21,Man
NA,NA,NA,NA,NA,3.6153846153846154,3.823529411764706,4,27,Man
NA,NA,NA,NA,NA,3.3076923076923075,2,3.5,28,Man
3.3333333333333335,4.666666666666667,2.5,1.5833333333333333,3.5,3.923076923076923,3.7058823529411766,3,28,Man
NA,NA,NA,NA,NA,3.269230769230769,3.411764705882353,1.3,22,Man
NA,NA,NA,NA,NA,3.423076923076923,2.9411764705882355,3.5,22,Man
3.1666666666666665,2.5833333333333335,3,2.9166666666666665,2.8333333333333335,3.076923076923077,4.588235294117647,4.5,33,Woman
2.75,4.333333333333333,4.333333333333333,2,3.5,3.3846153846153846,4.235294117647059,4,19,Woman
3.3333333333333335,3.6666666666666665,4.583333333333333,3,4.166666666666667,4,4.117647058823529,3.5,33,Man
NA,NA,NA,NA,NA,3.6923076923076925,4.411764705882353,3.2,58,Man
NA,NA,NA,NA,NA,4.269230769230769,4.352941176470588,5,37,Man
NA,NA,NA,NA,NA,4.115384615384615,3.0588235294117645,3.57,23,Man
3.75,4.833333333333333,4.583333333333333,2.5,4.5,4.1923076923076925,4.529411764705882,3,23,Woman
3,3.1666666666666665,3.4166666666666665,2.75,2.6666666666666665,4.038461538461538,4.352941176470588,3.9,20,Woman
3.75,4,4.833333333333333,1.6666666666666667,3.75,3.5,3.411764705882353,3.5,26,Woman
NA,NA,NA,NA,NA,3.1153846153846154,3.3529411764705883,4,31,Man
2.6666666666666665,3.5,3.5,2.5,2.3333333333333335,3.4615384615384617,3.7058823529411766,3.1,27,Man
2.75,2.75,3.8333333333333335,2.8333333333333335,3.3333333333333335,3.6923076923076925,3.764705882352941,3.85,23,Woman
NA,NA,NA,NA,NA,2.4615384615384617,3.588235294117647,3.5,22,Man
2.5833333333333335,3.75,3,2.8333333333333335,4.333333333333333,4.346153846153846,4.411764705882353,3.2,35,Woman
NA,NA,NA,NA,NA,3.5384615384615383,3.8823529411764706,3.7,22,Man
4.166666666666667,2.3333333333333335,2.6666666666666665,3.6666666666666665,3.9166666666666665,NA,3.0588235294117645,3.8,20,Woman
3.6666666666666665,3.0833333333333335,NA,1.8333333333333333,2.8333333333333335,3.769230769230769,2.588235294117647,3.85,19,Woman
NA,NA,NA,NA,NA,3.923076923076923,4.529411764705882,3.5,31,Man
NA,NA,NA,NA,NA,3.3461538461538463,4.117647058823529,4,21,Man
3.4166666666666665,5,5,1.25,4.833333333333333,4.115384615384615,4.764705882352941,3,22,Woman
3.0833333333333335,4.083333333333333,2.75,2.6666666666666665,3.75,2.6153846153846154,3.7058823529411766,3.4,23,Man
NA,NA,NA,NA,NA,2.423076923076923,2.235294117647059,3.85,22,Man
NA,NA,NA,NA,NA,3.269230769230769,3.588235294117647,3.75,21,Man
2.8333333333333335,3.25,3.3333333333333335,4.583333333333333,3.1666666666666665,2.6153846153846154,3.588235294117647,6.5,37,Woman
3.25,4.5,4.666666666666667,3.1666666666666665,3.5,3.923076923076923,4,3.7,21,Man
2.0833333333333335,3,2.75,3.1666666666666665,3.4166666666666665,3.230769230769231,4.823529411764706,3.5,37,Woman
NA,NA,NA,NA,NA,3.3076923076923075,2.823529411764706,3.2,23,Woman
3.0833333333333335,2.8333333333333335,2.8333333333333335,3.5,2.9166666666666665,3.923076923076923,4.647058823529412,3.25,37,Woman
2.4166666666666665,4.25,3.25,2.9166666666666665,4.416666666666667,4.1923076923076925,3.3529411764705883,4.5,25,Woman
NA,NA,NA,NA,NA,4.153846153846154,3.4705882352941178,3.43,21,Woman
NA,NA,NA,NA,NA,4.615384615384615,4.470588235294118,3.8,21,Man
NA,NA,NA,NA,NA,3.3846153846153846,3.823529411764706,4,43,Woman
2.9166666666666665,2.75,3.0833333333333335,3,3.1666666666666665,3.3076923076923075,4.176470588235294,4,38,Man
NA,NA,NA,NA,NA,3.4615384615384617,2.411764705882353,3.8,25,Woman
NA,NA,NA,NA,NA,3.076923076923077,1.8235294117647058,3,47,Woman
NA,NA,NA,NA,NA,3.1923076923076925,2.1176470588235294,3.5,25,Man
4.166666666666667,4.833333333333333,4.833333333333333,2.5833333333333335,3.25,NA,3.176470588235294,3.4,43,Man
3.5833333333333335,3.25,3.6666666666666665,2.4166666666666665,2.75,3.6153846153846154,4.0588235294117645,3.5,35,Man
NA,NA,NA,NA,NA,2.6153846153846154,1.588235294117647,3.74,33,Man
NA,NA,NA,NA,NA,2.8076923076923075,3,3,21,Woman
NA,NA,NA,NA,NA,3.423076923076923,3.9411764705882355,3,36,Woman
NA,NA,NA,NA,NA,3.076923076923077,4.529411764705882,4,35,Man
3,2.4166666666666665,3.3333333333333335,2.6666666666666665,3.25,3.3076923076923075,4,3,26,Man
NA,NA,NA,NA,NA,2.6923076923076925,2.764705882352941,3.5,22,Man
3.5833333333333335,4.416666666666667,3.3333333333333335,2.9166666666666665,3.75,3.576923076923077,3.9411764705882355,3.1,24,Woman
3.8333333333333335,3.8333333333333335,3.9166666666666665,1.75,3.25,4.153846153846154,4.0588235294117645,3.1,22,Man
3.1666666666666665,3.6666666666666665,3.1666666666666665,2.6666666666666665,3.8333333333333335,3.269230769230769,4.235294117647059,3.4,29,Man
1.4166666666666667,4.083333333333333,3,4.083333333333333,3.4166666666666665,3.3846153846153846,3.9411764705882355,3.5,25,Woman
NA,NA,NA,NA,NA,4.115384615384615,4.294117647058823,3.5,32,Man
2.4166666666666665,3.9166666666666665,4.083333333333333,3.9166666666666665,3.8333333333333335,2.8846153846153846,3.176470588235294,3.2,28,Woman
3.9166666666666665,4.833333333333333,2.9166666666666665,1.9166666666666667,4.166666666666667,3.230769230769231,4,3.5,22,Man
2.4166666666666665,3.75,3.1666666666666665,3.75,3.25,3.423076923076923,4.176470588235294,2,24,Prefer not to answer
3.25,3.3333333333333335,3.3333333333333335,3.0833333333333335,2.8333333333333335,3.6153846153846154,4.352941176470588,4,26,Man
NA,NA,NA,NA,NA,3.923076923076923,3.7058823529411766,3.85,22,Man
NA,NA,NA,NA,NA,3.5384615384615383,4.470588235294118,3.6,25,Woman
3.25,2.9166666666666665,3.8333333333333335,3.6666666666666665,4.166666666666667,3.3846153846153846,3.4705882352941178,3.8,31,Woman
NA,NA,NA,NA,NA,3.3076923076923075,3.411764705882353,3.76,23,Man
NA,NA,NA,NA,NA,2.9615384615384617,3.176470588235294,3.1,23,Woman
NA,NA,NA,NA,NA,3.423076923076923,3.6470588235294117,3.2,23,Woman
2.9166666666666665,2.5833333333333335,2.6666666666666665,3.3333333333333335,2.5833333333333335,3.8846153846153846,4.529411764705882,3.8,25,Man
2.8333333333333335,3,2.5,2.9166666666666665,3,3.730769230769231,3.235294117647059,3.9,20,Man
NA,NA,NA,NA,NA,3.3076923076923075,4.0588235294117645,3,22,Man
NA,NA,NA,NA,NA,3.6153846153846154,2.176470588235294,3.25,23,Woman
3.6666666666666665,3.8333333333333335,4.833333333333333,2.4166666666666665,3.9166666666666665,3.6153846153846154,4,3.8,60,Woman
NA,NA,NA,NA,NA,3.5,3.823529411764706,3.2,25,Woman
2.5,4.083333333333333,4.916666666666667,2.0833333333333335,4.666666666666667,3.8461538461538463,4.352941176470588,3.8,21,Man
3.25,3.6666666666666665,4,3.6666666666666665,4.333333333333333,3,3.235294117647059,3.5,22,Woman
3.4166666666666665,3.4166666666666665,4,2.0833333333333335,3.1666666666666665,3.269230769230769,3.3529411764705883,3.3,21,Man
1.25,2.9166666666666665,2.5833333333333335,3.3333333333333335,2.5833333333333335,3,3.8823529411764706,3,40,Woman
2.6666666666666665,3.75,3.8333333333333335,3.8333333333333335,4.333333333333333,4.230769230769231,3.235294117647059,3.4,21,Man
NA,NA,NA,NA,NA,3.1923076923076925,3.1176470588235294,3.7,26,Woman
4.166666666666667,4.333333333333333,4.833333333333333,2.75,4,3.730769230769231,4.470588235294118,3.75,58,Man
NA,NA,NA,NA,NA,2.8846153846153846,3.7058823529411766,3.24,25,Woman
3.4166666666666665,3.9166666666666665,3.8333333333333335,2.0833333333333335,3.5,3.5384615384615383,4.117647058823529,3.45,22,Woman
3.75,3.4166666666666665,3,2.6666666666666665,2.75,3.076923076923077,2.2941176470588234,3.6,40,Prefer not to answer
NA,NA,NA,NA,NA,3.1538461538461537,3.8823529411764706,3,NA,Woman
3.5833333333333335,3.1666666666666665,4.083333333333333,1.9166666666666667,3,3.730769230769231,4.117647058823529,3,22,Man
3.8333333333333335,2.8333333333333335,3.5,2.6666666666666665,3.4166666666666665,3.0384615384615383,3,3.8,21,Man
3.5833333333333335,3.3333333333333335,3.5833333333333335,3.1666666666666665,3.8333333333333335,3.6923076923076925,4.352941176470588,3.9,21,Woman
3.5833333333333335,3.6666666666666665,4.666666666666667,4,3.8333333333333335,2.6153846153846154,3.588235294117647,3.8,18,Woman
3.0833333333333335,4.833333333333333,4.333333333333333,1.8333333333333333,2.6666666666666665,3.8076923076923075,4.529411764705882,3.8,21,Woman
3.8333333333333335,4.416666666666667,4.083333333333333,2.6666666666666665,3.0833333333333335,3.230769230769231,3.2941176470588234,3.5,25,Man
NA,NA,NA,NA,NA,3.1923076923076925,3.764705882352941,3.5,22,Man
NA,NA,NA,NA,NA,3.576923076923077,2.8823529411764706,3.4,28,Woman
3.75,2.9166666666666665,4.416666666666667,NA,NA,3.769230769230769,4.117647058823529,3,36,Woman
2.3333333333333335,4.25,3.4166666666666665,3,4.75,3.076923076923077,3.8823529411764706,3.77,31,Woman
NA,NA,NA,NA,NA,4.230769230769231,3.2941176470588234,3.5,25,Woman
NA,NA,NA,NA,NA,4.153846153846154,3.823529411764706,3.5,25,Man
3.75,3.8333333333333335,3.5833333333333335,2.8333333333333335,5,4,4.411764705882353,3.9,21,Woman
NA,NA,NA,NA,NA,3.730769230769231,3.2941176470588234,3.6,20,Man
NA,NA,NA,NA,NA,3.3846153846153846,2.4705882352941178,3.7,34,Man
NA,NA,NA,NA,NA,3.076923076923077,3.3529411764705883,3.5,20,Woman
3,3.4166666666666665,4.333333333333333,2.5833333333333335,4.583333333333333,3.923076923076923,3.4705882352941178,3.3,26,Woman
NA,NA,NA,NA,NA,3.6923076923076925,4,NA,63,Man
NA,NA,NA,NA,NA,2.923076923076923,NA,3.5,19,Man
NA,NA,NA,NA,NA,4.346153846153846,3.8823529411764706,3.2,28,Man
3.4166666666666665,3.4166666666666665,3.75,3,3.4166666666666665,3.576923076923077,3,4,31,Man
4.25,4.416666666666667,4.333333333333333,3.25,4.666666666666667,3.3461538461538463,3.8823529411764706,3.5,25,Man
NA,NA,NA,NA,NA,3.8076923076923075,3.411764705882353,3.44,18,Woman
NA,NA,NA,NA,NA,NA,3.764705882352941,3.5,25,Man
NA,NA,NA,NA,NA,4.346153846153846,4.0588235294117645,3.6,65,Man
NA,NA,NA,NA,NA,3.6538461538461537,2.9411764705882355,3,22,Man
NA,NA,NA,NA,NA,2.8846153846153846,2.764705882352941,3.9,22,Man
NA,NA,NA,NA,NA,3.8076923076923075,4.529411764705882,3.5,22,Man
NA,NA,NA,NA,NA,3.5384615384615383,3.3529411764705883,3.2,22,Woman
NA,NA,NA,NA,NA,3.230769230769231,2.8823529411764706,3.5,28,Man
NA,NA,NA,NA,NA,3.3846153846153846,4.235294117647059,3.8,21,Woman
2.5833333333333335,2.8333333333333335,2.5833333333333335,3.75,2.4166666666666665,2.769230769230769,4.411764705882353,3.3,26,Man
NA,NA,NA,NA,NA,3.5,2.6470588235294117,3.4,43,Man
NA,NA,NA,NA,NA,2.6923076923076925,3.0588235294117645,3.8,20,Woman
3,3.1666666666666665,NA,2.25,3.1666666666666665,3.1923076923076925,3.4705882352941178,2.13,30,Man
3.1666666666666665,4.583333333333333,5,2.6666666666666665,4.5,3.9615384615384617,3.588235294117647,3.4,23,Woman
2.75,3.0833333333333335,3.9166666666666665,3.0833333333333335,3.3333333333333335,3.0384615384615383,3.9411764705882355,3,35,Man
NA,NA,NA,NA,NA,4.1923076923076925,3.9411764705882355,3.7,20,Woman
2.6666666666666665,4.75,4.333333333333333,1.75,3.4166666666666665,3.8461538461538463,4.529411764705882,3.7,21,Woman
NA,NA,NA,NA,NA,3.6923076923076925,2.8823529411764706,3.8,22,Woman
2.6666666666666665,3,2.9166666666666665,2.5833333333333335,NA,3.269230769230769,3.8823529411764706,3.8,21,Man
NA,3.1666666666666665,NA,1.9166666666666667,2.9166666666666665,NA,3.6470588235294117,3.5,25,Man
NA,NA,NA,NA,NA,4.153846153846154,4.352941176470588,3.8,32,Woman
NA,NA,NA,NA,NA,3.1153846153846154,3.8823529411764706,3.5,25,Man
2.3333333333333335,3.1666666666666665,NA,4.25,2.1666666666666665,3.576923076923077,2.4705882352941178,3.9,21,Man
NA,NA,NA,NA,NA,3.1923076923076925,3.5294117647058822,3.5,22,Man
